0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:43:03 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 36431
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:43:04 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:40 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:42 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:45 +0700] "GET /project_fruit/add-cart?addToCartPid=50 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:45 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:46 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:50 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:50 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:52 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:52 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:52 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:52 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:44:53 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 45304
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:09 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:10 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:14 +0700] "GET /project_fruit/add-cart?addToCartPid=50 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:14 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:16 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:20 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:20 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:22 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:22 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:22 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:22 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:48:23 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 45191
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:49:54 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 45191
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:50:46 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:50:48 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 36155
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:50:49 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
